TEAM ID,TIME STAMPING,PACKET COUNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GNSS TIME,GNSS LATITUDE,GNSS LONGITUDE,GNSS ALTITUDE,GNSS SATS,ACCELEROMETER DATA,GYRO SPIN RATE,FLIGHT SOFTWARE STATE,ANY OPTIONAL DATA
2026 IN-SPACe-PVC,0.26,0,-0.07,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,0.52,1,0.00,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,0.78,2,0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,1.04,3,0.09,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,1.30,4,-0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,1.56,5,0.03,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,1.82,6,0.05,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,2.08,7,0.07,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,2.34,8,-0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,2.60,9,0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,2.86,10,-0.12,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,TEST_MODE,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,3.12,11,-0.10,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,3.38,12,0.08,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,3.64,13,-0.00,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,3.90,14,0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,4.16,15,-0.00,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,4.42,16,-0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,4.68,17,-0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,4.94,18,-0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Prelaunch_Check,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,5.20,19,0.08,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,5.46,20,-0.07,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,5.72,21,0.05,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,5.98,22,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,6.24,23,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,6.50,24,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,6.76,25,0.04,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,7.02,26,-0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,7.28,27,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,7.54,28,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,7.80,29,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,8.06,30,-0.03,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,8.32,31,0.05,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,8.58,32,-0.07,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,8.84,33,-0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,9.10,34,-0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,9.36,35,0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,9.62,36,0.02,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,9.88,37,-0.01,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,0.00,0.00,Launch_Pad,PHASE=Grounded,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,10.14,38,0.05,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Launch_Pad,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,10.40,39,1.78,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Launch_Pad,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,10.66,40,6.29,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,10.92,41,13.82,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,11.18,42,24.17,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,11.44,43,37.47,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,11.70,44,53.62,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,11.96,45,72.58,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,12.22,46,94.53,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,12.48,47,119.27,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,12.74,48,146.94,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
2026 IN-SPACe-PVC,13.00,49,177.57,101325.00,25.00,7.40,0,0.000000,0.000000,0.00,8,42.69,0.00,Ascent,PHASE=Powered ascent,ROLL=2.0,PITCH=0.0,YAW=0.0
